timestamp,open,high,low,close,vol,volCcy,volCcyQuote,confirm
1720090200000,134.22,134.44,134.15,134.27,1050.967639,141103.49242693,141103.49242693,1
1720090500000,134.27,134.45,134.2,134.32,587.994203,79000.67153202,79000.67153202,1
1720090800000,134.33,134.33,134.04,134.1,2354.89334,316025.85830132,316025.85830132,1
1720091100000,134.14,134.46,134.14,134.25,1068.314576,143441.62364042,143441.62364042,1
1720091400000,134.29,134.62,134.2,134.26,1779.893568,239140.21400378,239140.21400378,1
1720091700000,134.28,134.3,133.76,133.82,2444.944598,327353.93155036,327353.93155036,1
1720092000000,133.79,133.86,133.35,133.5,1983.438401,265068.9809458,265068.9809458,1
1720092300000,133.49,133.54,133.25,133.4,2068.708205,275943.23381705,275943.23381705,1
1720092600000,133.41,133.56,133.12,133.13,2940.534744,391925.13403563,391925.13403563,1
1720092900000,133.13,133.37,133.13,133.18,1954.180105,260346.17184419,260346.17184419,1
1720093200000,133.18,133.38,133.12,133.14,2023.611141,269582.88193018,269582.88193018,1
1720093500000,133.15,133.23,132.81,132.87,4184.83675,556509.57937731,556509.57937731,1
1720093800000,132.86,133.34,132.83,132.95,2197.474724,292404.50770351,292404.50770351,1
1720094100000,132.97,133,132.57,132.76,1435.763576,190606.38076381,190606.38076381,1
1720094400000,132.74,132.89,132.4,132.64,3062.198948,406201.4798424,406201.4798424,1
1720094700000,132.63,132.74,132.31,132.47,1594.596173,211282.33287452,211282.33287452,1
1720095000000,132.47,133.19,132.46,133.17,2162.892995,287339.2843104,287339.2843104,1
1720095300000,133.19,133.3,132.98,133.26,1178.274399,156825.09374794,156825.09374794,1
1720095600000,133.27,133.37,132.84,132.86,1561.505338,207753.52958598,207753.52958598,1
1720095900000,132.86,133.9,132.77,133.88,5739.585159,766089.28185394,766089.28185394,1
1720096200000,133.9,134.45,133.69,134.31,3805.117059,510407.12626001,510407.12626001,1
1720096500000,134.31,134.54,133.75,133.77,4562.023438,612299.21592901,612299.21592901,1
1720096800000,133.76,133.9,133.35,133.5,4631.850837,619113.1824533,619113.1824533,1
1720097100000,133.52,133.54,133.14,133.27,2892.91072,385763.46659714,385763.46659714,1
1720097400000,133.24,133.33,132.71,133,2482.719854,330314.9541891,330314.9541891,1
1720097700000,133.03,133.53,132.78,133.2,1860.317207,247655.50478871,247655.50478871,1
1720098000000,133.19,133.35,132.55,132.9,3585.368188,476623.53772095,476623.53772095,1
1720098300000,132.86,133.16,132.62,133.02,5390.950284,716099.77729427,716099.77729427,1
1720098600000,133.03,133.43,132.91,133.01,1443.982948,192286.40264704,192286.40264704,1
1720098900000,133.03,133.14,131.64,132.1,8591.825446,1134664.67755042,1134664.67755042,1
1720099200000,132.12,132.73,131.55,132,18983.376444,2504216.55060646,2504216.55060646,1
1720099500000,132.01,132.05,129.51,130.45,54186.919322,7096451.04267312,7096451.04267312,1
1720099800000,130.45,131.16,129.86,130.63,9270.016101,1211154.67089422,1211154.67089422,1
1720100100000,130.69,131.38,130.48,130.5,3350.021574,438600.62842792,438600.62842792,1
1720100400000,130.51,131.05,130.51,130.88,4007.618335,524399.83822988,524399.83822988,1
1720100700000,130.91,133.22,130.73,132.65,38513.782164,5098193.97922696,5098193.97922696,1
1720101000000,132.67,133.24,132.38,133.02,8104.532858,1076536.71642817,1076536.71642817,1
1720101300000,132.98,133.63,132.87,133.22,4840.304355,645041.54219673,645041.54219673,1
1720101600000,133.21,133.65,133,133.02,3367.831669,449023.73270205,449023.73270205,1
1720101900000,133.02,133.38,132.68,132.93,1784.612716,237296.80108782,237296.80108782,1
1720102200000,132.92,133.18,132.48,133.1,1555.83025,206577.48047306,206577.48047306,1
1720102500000,133.09,133.59,133.01,133.51,2618.449324,349166.80429089,349166.80429089,1
1720102800000,133.54,133.7,133.2,133.41,2222.834101,296858.65445586,296858.65445586,1
1720103100000,133.41,133.72,132.15,133.16,8748.11495,1161124.77936026,1161124.77936026,1
1720103400000,133.19,133.65,133.14,133.47,2930.582678,390942.57814969,390942.57814969,1
1720103700000,133.47,134.6,133.47,134.51,12786.899849,1714163.70031132,1714163.70031132,1
1720104000000,134.48,135.46,133.28,133.58,20751.500314,2785375.43981458,2785375.43981458,1
1720104300000,133.57,134.44,133.33,134.23,4140.086311,554936.35021248,554936.35021248,1
1720104600000,134.27,134.38,133.85,134.2,2070.227754,277790.62668258,277790.62668258,1
1720104900000,134.16,134.48,133.67,134.3,7232.303809,969122.9119472,969122.9119472,1
1720105200000,134.26,134.38,133.82,134.15,2651.876035,355755.12850265,355755.12850265,1
1720105500000,134.15,134.94,134.08,134.67,4203.997353,565019.50998737,565019.50998737,1
1720105800000,134.66,134.85,134.39,134.83,2472.209422,332661.70652212,332661.70652212,1
1720106100000,134.87,134.89,134.16,134.17,3128.691549,420692.07223093,420692.07223093,1
1720106400000,134.16,134.18,133.61,133.87,2476.957725,331750.18547166,331750.18547166,1
1720106700000,133.89,134.36,133.89,134.12,791.810642,106240.59441222,106240.59441222,1
1720107000000,134.12,134.4,133.91,134.12,1577.843753,211636.04303903,211636.04303903,1
1720107300000,134.12,134.37,133.89,134.13,1505.366726,201912.74217752,201912.74217752,1
1720107600000,134.11,135.32,134.02,135.05,11555.748125,1558866.22265165,1558866.22265165,1
1720107900000,135.09,135.34,134.81,135.26,8242.832605,1114204.26998995,1114204.26998995,1
1720108200000,135.26,135.99,135.16,135.56,9174.473484,1243077.42164946,1243077.42164946,1
1720108500000,135.58,135.6,135.26,135.39,2538.501976,343757.01319414,343757.01319414,1
1720108800000,135.37,135.38,134.9,135.04,2880.758854,389299.3637048,389299.3637048,1
1720109100000,135.04,135.32,134.67,134.9,1448.174784,195436.68383976,195436.68383976,1
1720109400000,134.89,135.18,134.63,134.66,1471.121215,198482.62292724,198482.62292724,1
1720109700000,134.63,135.05,134.53,135.04,1935.207045,260889.87488002,260889.87488002,1
1720110000000,135.04,135.11,134.76,134.99,1424.534257,192210.91407943,192210.91407943,1
1720110300000,135,135.18,134.72,134.76,1546.158151,208743.1413642,208743.1413642,1
1720110600000,134.76,134.76,133.96,134.18,3232.800082,434105.05350768,434105.05350768,1
1720110900000,134.18,134.54,133.91,134.54,5889.089065,790358.90758145,790358.90758145,1
1720111200000,134.54,134.96,134.5,134.67,2530.104054,340872.51259962,340872.51259962,1
1720111500000,134.65,134.65,134.13,134.55,2275.582914,305763.40973191,305763.40973191,1
1720111800000,134.55,135.08,134.53,135.08,954.594048,128635.99846789,128635.99846789,1
1720112100000,135.09,135.42,134.92,135.25,6047.56613,817427.98529835,817427.98529835,1
1720112400000,135.24,135.58,134.7,134.83,1881.351119,254275.08902915,254275.08902915,1
1720112700000,134.82,135.08,134.71,134.89,836.913323,112883.94219601,112883.94219601,1
1720113000000,134.91,135.07,134.79,134.87,467.569731,63092.67262839,63092.67262839,1
1720113300000,134.9,135.2,134.66,135.2,634.259721,85579.15135179,85579.15135179,1
1720113600000,135.19,135.47,134.94,135.23,772.275077,104455.28204593,104455.28204593,1
1720113900000,135.21,135.59,135.02,135.46,867.86739,117470.86500227,117470.86500227,1
1720114200000,135.46,135.46,135,135.11,1077.636694,145734.3274123,145734.3274123,1
1720114500000,135.09,135.16,134.75,134.84,570.374895,76952.60821836,76952.60821836,1
1720114800000,134.84,134.99,134.77,134.82,1325.040468,178694.83465061,178694.83465061,1
1720115100000,134.81,134.98,134.74,134.83,2611.290894,352154.14366145,352154.14366145,1
1720115400000,134.84,135.02,134.75,134.95,368.335072,49673.7544592,49673.7544592,1
1720115700000,134.96,135.28,134.96,135.26,226.777461,30655.04322718,30655.04322718,1
1720116000000,135.26,135.28,134.89,135.26,2341.573932,316415.60344054,316415.60344054,1
1720116300000,135.26,135.27,134.6,134.6,3202.415348,432565.68524094,432565.68524094,1
1720116600000,134.61,134.64,133.92,134.04,4613.738141,618651.5359345,618651.5359345,1
1720116900000,134.01,134.01,133.64,133.79,3464.670527,463646.85279436,463646.85279436,1
1720117200000,133.81,134.18,133.81,133.96,2127.916431,285191.2767668,285191.2767668,1
1720117500000,133.95,134.31,133.91,134.29,1701.352584,228240.81571634,228240.81571634,1
1720117800000,134.28,134.81,134.13,134.58,1698.24948,228436.66596675,228436.66596675,1
1720118100000,134.56,134.98,134.41,134.49,1763.647435,237637.76037925,237637.76037925,1
1720118400000,134.5,134.58,134.23,134.25,1323.124725,177811.93432757,177811.93432757,1
1720118700000,134.25,134.25,133.77,133.85,983.49095,131765.74045592,131765.74045592,1
1720119000000,133.89,134.21,133.76,134.21,972.225609,130234.71339601,130234.71339601,1
1720119300000,134.23,134.46,134.05,134.07,970.743792,130300.91624317,130300.91624317,1
1720119600000,134.07,134.48,134.06,134.43,725.460897,97339.92770542,97339.92770542,1
1720119900000,134.41,134.75,134.28,134.69,1609.616017,216438.8836737,216438.8836737,1
1720120200000,134.69,134.88,134.51,134.77,1359.079379,183076.51098517,183076.51098517,1
1720120500000,134.76,134.76,134.28,134.53,1049.133318,141154.29198031,141154.29198031,1
1720120800000,134.56,135.23,134.54,135.17,1845.638229,249164.42095093,249164.42095093,1
1720121100000,135.2,135.36,134.86,135.07,2486.059415,335727.88635045,335727.88635045,1
1720121400000,135.08,135.91,135.04,135.81,2164.913426,293427.7852147,293427.7852147,1
1720121700000,135.8,135.98,135.34,135.34,1468.568139,199345.42183077,199345.42183077,1
1720122000000,135.34,135.45,134.79,134.79,4061.036021,548934.98408725,548934.98408725,1
1720122300000,134.78,134.78,134.46,134.59,1365.238573,183745.48755813,183745.48755813,1
1720122600000,134.58,134.83,134.4,134.4,2430.846659,327410.53031864,327410.53031864,1
1720122900000,134.4,134.44,133.92,133.98,3131.15233,419855.52334632,419855.52334632,1
1720123200000,133.99,134.11,133.42,133.42,3029.374296,404865.74492751,404865.74492751,1
1720123500000,133.43,133.73,133.38,133.38,3789.090791,505945.82378068,505945.82378068,1
1720123800000,133.38,133.7,133.37,133.68,782.806127,104490.87160553,104490.87160553,1
1720124100000,133.69,134,133.6,133.94,782.574032,104671.68783084,104671.68783084,1
1720124400000,133.94,133.97,133.67,133.92,865.466647,115838.92708446,115838.92708446,1
1720124700000,133.95,134.03,133.56,133.66,1014.394453,135681.33718115,135681.33718115,1
1720125000000,133.66,134.09,133.66,134.02,951.319649,127401.44954625,127401.44954625,1
1720125300000,134.05,134.13,133.9,134.08,968.126087,129743.2491878,129743.2491878,1
1720125600000,134.07,134.51,134.07,134.44,830.158087,111424.08455719,111424.08455719,1
1720125900000,134.48,134.62,134.13,134.26,2199.60369,295510.6613734,295510.6613734,1
1720126200000,134.25,134.73,134.02,134.7,1808.623723,242994.29334684,242994.29334684,1
1720126500000,134.66,135.05,134.47,135.05,5350.569999,721015.1574182,721015.1574182,1
1720126800000,135.05,135.05,134.37,134.64,3933.426618,529859.25400036,529859.25400036,1
1720127100000,134.63,134.9,134.49,134.64,1399.157801,188497.57326637,188497.57326637,1
1720127400000,134.62,135.27,134.59,135.27,846.322459,114261.6237763,114261.6237763,1
1720127700000,135.27,135.27,134.87,135.25,1009.562359,136376.71661207,136376.71661207,1
1720128000000,135.27,135.66,135.24,135.62,2547.769565,345197.97534265,345197.97534265,1
1720128300000,135.62,135.63,134.97,135,1428.856361,193462.6986355,193462.6986355,1
