timestamp,open,high,low,close,vol,volCcy,volCcyQuote,confirm
1739824200000,178.82,178.82,178.19,178.56,2368.300364,422446.84296252,422446.84296252,1
1739824500000,178.53,179.03,178.37,178.86,2099.543262,374915.16171271,374915.16171271,1
1739824800000,178.85,178.85,178.42,178.76,450.152811,80394.88081426,80394.88081426,1
1739825100000,178.78,179.43,178.68,179.43,1803.689886,323182.47590484,323182.47590484,1
1739825400000,179.37,179.38,178.24,178.85,6600.765362,1179460.71371094,1179460.71371094,1
1739825700000,178.85,178.97,178.49,178.5,1913.792407,342162.83891363,342162.83891363,1
1739826000000,178.51,179.26,178.43,178.95,1106.018399,197762.04801667,197762.04801667,1
1739826300000,178.92,179.36,178.79,179.31,1758.933931,315028.58757889,315028.58757889,1
1739826600000,179.35,179.64,179.2,179.42,888.796204,159483.63856809,159483.63856809,1
1739826900000,179.42,179.56,179.24,179.31,1255.758326,225267.05489315,225267.05489315,1
1739827200000,179.33,180.15,179.27,180.08,6257.196815,1125145.88173974,1125145.88173974,1
1739827500000,180.08,180.84,180.02,180.83,2469.656215,445274.48913382,445274.48913382,1
1739827800000,180.83,180.94,180.2,180.46,1266.187986,228623.33826917,228623.33826917,1
1739828100000,180.47,180.53,180.22,180.24,553.431509,99827.98753748,99827.98753748,1
1739828400000,180.23,180.33,180.08,180.18,431.826087,77810.19381854,77810.19381854,1
1739828700000,180.18,180.33,180.06,180.17,332.615321,59923.19821479,59923.19821479,1
1739829000000,180.16,180.63,180.15,180.42,858.982197,155042.91054423,155042.91054423,1
1739829300000,180.39,181.24,180.39,181.17,1163.937905,210472.63174552,210472.63174552,1
1739829600000,181.2,181.29,180.04,180.04,3394.840501,613317.48691401,613317.48691401,1
1739829900000,180.04,180.97,180.01,180.2,10386.41119,1875014.39285553,1875014.39285553,1
1739830200000,180.2,181.09,180.19,180.4,6732.708621,1216242.12005723,1216242.12005723,1
1739830500000,180.39,180.65,180.17,180.32,1359.808509,245402.69441507,245402.69441507,1
1739830800000,180.3,180.67,180.18,180.22,653.546885,117884.8955504,117884.8955504,1
1739831100000,180.22,180.22,179.97,179.97,919.241024,165516.90314325,165516.90314325,1
1739831400000,179.98,180.01,179.94,179.97,661.604504,119072.17035395,119072.17035395,1
1739831700000,179.97,179.99,179.92,179.96,437.650656,78759.32663189,78759.32663189,1
1739832000000,179.97,180.02,179.92,179.94,943.080116,169720.8689465,169720.8689465,1
1739832300000,179.94,179.97,179.59,179.59,775.23021,139421.12105629,139421.12105629,1
1739832600000,179.58,179.59,178.59,178.75,3246.75668,581366.21264694,581366.21264694,1
1739832900000,178.76,179.13,178.69,178.78,1067.983099,191116.18463847,191116.18463847,1
1739833200000,178.77,179.24,178.76,178.86,1021.033969,182733.14028426,182733.14028426,1
1739833500000,178.86,179.36,178.66,179.23,1353.717576,242298.58652596,242298.58652596,1
1739833800000,179.25,179.25,178.72,178.76,500.977271,89637.32305427,89637.32305427,1
1739834100000,178.75,178.75,178.32,178.57,1966.722992,351123.31109041,351123.31109041,1
1739834400000,178.56,178.7,178.47,178.67,1409.692679,251747.19585314,251747.19585314,1
1739834700000,178.66,178.69,178.15,178.18,1701.056428,303573.5759101,303573.5759101,1
1739835000000,178.19,178.38,178.12,178.34,1406.460216,250703.75263354,250703.75263354,1
1739835300000,178.37,178.45,177.85,177.91,6970.158321,1241276.74904555,1241276.74904555,1
1739835600000,177.9,177.9,177.41,177.57,2906.705643,516527.42113469,516527.42113469,1
1739835900000,177.55,177.97,177.46,177.97,618.142878,109872.03030146,109872.03030146,1
1739836200000,177.96,178.05,177.74,177.95,732.965688,130427.46581728,130427.46581728,1
